Source.Name,web-scraper-order,web-scraper-start-url,full_name,selling_price,new-price,year,seller_type,km_driven,owner_type,fuel_type,transmission_type,mileage,engine,max_power,seats
cardekho_extract(5001-10000).csv,1612104763-4081,https://www.cardekho.com/used-car-details/used-Maruti-Swift-Dzire-2014-2017-LDI-cars-Fatehabad_4053A7515AE4CC4F6EF8119E051F3A8A.htm,Maruti Swift Dzire LDI,3.7 Lakh*,null,2015,Individual,"90,000 kms",First Owner,Diesel,Manual,Mileage26.59 kmpl,Engine1248 CC,Max Power74 bhp,Seats5
cardekho_extract(5001-10000).csv,1612096818-560,https://www.cardekho.com/used-car-details/used-Mahindra-Thar-2015-2019-CRDe-cars-Mumbai_4AC0FD79594B8E54D8362D040D669F66.htm,Mahindra Thar CRDe,7.95 Lakh*,New Car (On-Road Price) : Rs.14.63-16.58 Lakh*,2017,Dealer,"43,000 kms",First Owner,Diesel,Manual,Mileage16.55 kmpl,Engine2498 CC,Max Power105 bhp,Seats6
cardekho_extract(5001-10000).csv,1612099025-1541,https://www.cardekho.com/used-car-details/used-Skoda-Rapid-2013-2016-1.6-MPI-AT-Elegance-cars-Mumbai_BF55F758F21AFAE0A77F6DCB99C6BC87.htm,Skoda Rapid 1.6 MPI AT Elegance,5.85 Lakh*,null,2015,Dealer,"22,000 kms",First Owner,Petrol,Automatic,Mileage14.3 kmpl,Engine1598 CC,Max Power103.52 bhp,Seats5
cardekho_extract(5001-10000).csv,1612099898-1930,https://www.cardekho.com/used-car-details/used-Honda-Jazz-2018-2020-1.5-VX-i-DTEC-cars-Kannur_7A53D25054C49363A8B22AC258829E73.htm,Honda Jazz 1.5 VX i DTEC,6.4 Lakh*,null,2015,Individual,"90,000 kms",First Owner,Diesel,Manual,Mileage27.3 kmpl,Engine1498 CC,Max Power98.6 bhp,Seats5
cardekho_extract(5001-10000).csv,1612099683-1835,https://www.cardekho.com/used-car-details/used-Maruti-SX4-S-Cross-2015-2017-DDiS-200-Zeta-cars-Kozhikode_77471F504D3F5FC3769C479D863ABB76.htm,Maruti SX4 S Cross DDiS 200 Zeta,7.5 Lakh*,null,2016,Individual,"60,000 kms",First Owner,Diesel,Manual,Mileage23.65 kmpl,Engine1248 CC,Max Power88.5 bhp,Seats5
cardekho_extract(5001-10000).csv,1612106240-4737,https://www.cardekho.com/used-car-details/used-Mercedes-Benz-E-Class-2009-2012-E-220-CDI-Avantgarde-cars-New-Delhi_372364D3E719AC6C2013DF975019EEC6.htm,Mercedes-Benz E-Class E 220 CDI Avantgarde,44.5 Lakh*,New Car (On-Road Price) : Rs.75.45-94.01 Lakh*,2018,Dealer,"25,000 kms",First Owner,Diesel,Automatic,Mileage10.0 kmpl,Engine2148 CC,Max Power170 bhp,Seats5
cardekho_extract(5001-10000).csv,1612101987-2857,https://www.cardekho.com/used-car-details/used-Honda-City-2008-2011-1.5-S-MT-cars-Bangalore_8AB844E998F7B664753AA4F71CCAF772.htm,Honda City 1.5 S MT,5 Lakh*,New Car (On-Road Price) : Rs.13.62-18.06 Lakh*,2011,Dealer,"28,147 kms",First Owner,Petrol,Manual,Mileage17.0 kmpl,Engine1497 CC,Max Power118 bhp,Seats5
cardekho_extract(5001-10000).csv,1612104507-3967,https://www.cardekho.com/used-car-details/used-Hyundai-Grand-i10-1.2-Kappa-Magna-BSIV-cars-Baddi_F340A16763BCC43917199DDD14FA7456.htm,Hyundai Grand i10 1.2 Kappa Magna BSIV,4.56 Lakh*,New Car (On-Road Price) : Rs.6.74-7.09 Lakh*,2018,Individual,"30,000 kms",First Owner,Petrol,Manual,Mileage18.9 kmpl,Engine1197 CC,Max Power81.86 bhp,Seats5
cardekho_extract(5001-10000).csv,1612098102-1131,https://www.cardekho.com/used-car-details/used-Toyota-Yaris-V-Optional-CVT-BSIV-cars-Pimpri-chinchwad_DFEC346228BFF6C23F584D85B4C78180.htm,Toyota Yaris V Optional CVT BSIV,9.75 Lakh*,New Car (On-Road Price) : Rs.10.62-17.11 Lakh*,2018,Dealer,"41,000 kms",First Owner,Petrol,Automatic,Mileage17.8 kmpl,Engine1496 CC,Max Power105.5 bhp,Seats5
cardekho_extract(5001-10000).csv,1612099234-1635,https://www.cardekho.com/used-car-details/used-Maruti-Alto-K10-2010-2014-2010-2014-VXI-cars-Pune_49E247A0569E5B2E06D340B3F628A29C.htm,Maruti Alto K10 2010-2014 VXI,2.15 Lakh*,null,2011,Dealer,"41,000 kms",First Owner,Petrol,Manual,Mileage20.92 kmpl,Engine998 CC,Max Power67.1 bhp,Seats5
cardekho_extract(5001-10000).csv,1612095954-178,https://www.cardekho.com/used-car-details/used-Maruti-Dzire-2017-2020-AMT-ZDI-Plus-cars-Nashik_51988F82186B7063065BF593A9A61BCD.htm,Maruti Swift Dzire AMT ZDI Plus,8.35 Lakh*,null,2017,Dealer,"30,798 kms",First Owner,Diesel,Automatic,Mileage28.4 kmpl,Engine1248 CC,Max Power74.02 bhp,Seats5
cardekho_extract(5001-10000).csv,1612095631-35,https://www.cardekho.com/used-car-details/used-Maruti-Celerio-2014-2017-VXI-cars-Sindhudurg_C0F0851D8084AA7697531DE5EB55E6D3.htm,Maruti Celerio VXI,3.85 Lakh*,New Car (On-Road Price) : Rs.5.17-6.51 Lakh*,2015,Individual,"60,000 kms",First Owner,Petrol,Manual,Mileage23.1 kmpl,Engine998 CC,Max Power67.04 bhp,Seats5
cardekho_extract(5001-10000).csv,1612096387-372,https://www.cardekho.com/used-car-details/used-Maruti-Swift-2004-2011-1.3-VXi-cars-Pune_7AAAE8EF8CDB866336AEA37B3CE3A3E5.htm,Maruti Swift 1.3 VXi,4.35 Lakh*,New Car (On-Road Price) : Rs.6.51-9.43 Lakh*,2012,Dealer,"29,500 kms",First Owner,Petrol,Manual,Mileage16.1 kmpl,null,null,null
cardekho_extract(5001-10000).csv,1612096560-445,https://www.cardekho.com/used-car-details/used-Volkswagen-Vento-2013-2015-1.2-TSI-Highline-AT-cars-Pune_2072005130A623C2BFD072366D816434.htm,Volkswagen Vento 1.2 TSI Highline AT,6.55 Lakh*,New Car (On-Road Price) : Rs.10.48-15.98 Lakh*,2015,Dealer,"45,000 kms",First Owner,Petrol,Automatic,Mileage16.93 kmpl,Engine1197 CC,Max Power103.2 bhp,Seats5
cardekho_extract(5001-10000).csv,1612096667-492,https://www.cardekho.com/used-car-details/used-Land-Rover-Discovery-Sport-2015-2020-TD4-HSE-cars-Mumbai_9F0513CFF4117DCD5825DB25643E87E8.htm,Land Rover Discovery Sport 2015-2020 TD4 HSE,26.75 Lakh*,New Car (On-Road Price) : Rs.71.93-74.56 Lakh*,2016,Dealer,"1,28,000 kms",First Owner,Diesel,Automatic,Mileage12.63 kmpl,Engine2179 CC,Max Power147.5 bhp,Seats5
cardekho_extract(5001-10000).csv,1612105293-4320,https://www.cardekho.com/used-car-details/used-Hyundai-Elite-i20-2017-2020-1.2-Asta-Option-cars-Dharuhera_7E3B8AFFA9879707ED9680649C6166D6.htm,Hyundai i20 1.2 Asta Option,7.5 Lakh*,New Car (On-Road Price) : Rs.7.70-12.78 Lakh*,2018,Individual,"10,000 kms",First Owner,Petrol,Manual,Mileage18.6 kmpl,Engine1197 CC,Max Power81.83 bhp,Seats5
cardekho_extract(5001-10000).csv,1612103347-3453,https://www.cardekho.com/used-car-details/used-Volkswagen-Vento-2013-2015-TSI-cars-Bangalore_CE87E84C230EA9087724946CACC9D5D5.htm,Volkswagen Vento TSI,6.25 Lakh*,null,2014,Dealer,"95,000 kms",First Owner,Petrol,Automatic,Mileage16.93 kmpl,Engine1197 CC,Max Power103.6 bhp,Seats5
cardekho_extract(5001-10000).csv,1612100807-2332,https://www.cardekho.com/used-car-details/used-Hyundai-i10-2007-2010-Sportz-1.2-cars-Bangalore_071B9AB427CCF8037353D929A91BF639.htm,Hyundai i10 Sportz 1.2,3.95 Lakh*,New Car (On-Road Price) : Rs.7.33-7.71 Lakh*,2012,Dealer,"64,000 kms",First Owner,Petrol,Manual,Mileage20.36 kmpl,Engine1197 CC,Max Power78.9 bhp,Seats5
cardekho_extract(5001-10000).csv,1612101468-2628,https://www.cardekho.com/used-car-details/used-Datsun-GO-T-BSIV-cars-Gangavati_5C1072224297F6F443D0E00F7ABDA5AB.htm,Datsun GO T BSIV,2.25 Lakh*,New Car (On-Road Price) : Rs.4.86-7.87 Lakh*,2014,Individual,"40,000 kms",First Owner,Petrol,Manual,Mileage20.63 kmpl,Engine1198 CC,Max Power67 bhp,Seats5
cardekho_extract(5001-10000).csv,1612101818-2781,https://www.cardekho.com/used-car-details/used-Tata-Zest-Quadrajet-1.3-XMS-cars-Bangalore_C222F9D893F7CF9A05E5AA23E465C6C7.htm,Tata Zest Quadrajet 1.3 XMS,4 Lakh*,null,2016,Individual,"1,00,000 kms",First Owner,Diesel,Manual,Mileage23.0 kmpl,Engine1248 CC,Max Power88.7 bhp,Seats5
cardekho_extract(5001-10000).csv,1612100325-2119,https://www.cardekho.com/used-car-details/used-Toyota-Innova-Crysta-2016-2020-2.8-ZX-AT-BSIV-cars-Bangalore_6080C94503E93B4CD55897D7FECAFD05.htm,Toyota Innova Crysta 2016-2020 2.8 ZX AT BSIV,23.5 Lakh*,New Car (On-Road Price) : Rs.21.31-31.07 Lakh*,2018,Individual,"21,265 kms",First Owner,Diesel,Automatic,Mileage11.36 kmpl,Engine2755 CC,Max Power171.5 bhp,Seats7
cardekho_extract(5001-10000).csv,1612097047-661,https://www.cardekho.com/used-car-details/used-Maruti-Alto-800-2012-2016-CNG-LXI-cars-Mumbai_6A3E43751E14971826A51DA8A5E22642.htm,Maruti Alto 800 CNG LXI,2.75 Lakh*,New Car (On-Road Price) : Rs.4.98-5.02 Lakh*,2014,Dealer,"44,000 kms",First Owner,CNG,Manual,Mileage30.46 km/kg,Engine796 CC,Max Power47.3 bhp,Seats5
cardekho_extract(5001-10000).csv,1612100512-2202,https://www.cardekho.com/used-car-details/used-Renault-KWID-2015-2019-Climber-1.0-AMT-cars-Bangalore_882EAD4A94CAB7C99CC8844C489838BE.htm,Renault KWID Climber 1.0 AMT,4.85 Lakh*,New Car (On-Road Price) : Rs.4.17-6.85 Lakh*,2017,Dealer,"29,847 kms",First Owner,Petrol,Automatic,Mileage24.04 kmpl,Engine999 CC,Max Power67 bhp,Seats5
cardekho_extract(5001-10000).csv,1612098158-1156,https://www.cardekho.com/used-car-details/used-Maruti-Alto-800-2016-2019-VXI-cars-Pune_5D514AECADB4BA4EEED2B15AC433AFE9.htm,Maruti Alto 800 VXI,3.13 Lakh*,null,2017,Dealer,"12,706 kms",First Owner,Petrol,Manual,Mileage24.7 kmpl,Engine796 CC,Max Power47.3 bhp,Seats5
cardekho_extract(5001-10000).csv,1612103789-3650,https://www.cardekho.com/used-car-details/used-Maruti-Swift-2018-AMT-VXI-cars-Srinagar_957DACBBCD52190AC7427A846B27DA44.htm,Maruti Swift AMT VXI,5.9 Lakh*,New Car (On-Road Price) : Rs.6.30-9.14 Lakh*,2018,Individual,"25,000 kms",First Owner,Petrol,Automatic,Mileage22.0 kmpl,Engine1197 CC,Max Power81.80 bhp,Seats5
cardekho_extract(5001-10000).csv,1612098271-1207,https://www.cardekho.com/used-car-details/used-Honda-BR-V-i-VTEC-V-MT-cars-Nagpur_7D6CE305B74F9AB1DB6A5F86ED267E76.htm,Honda BRV i-VTEC V MT,8.5 Lakh*,null,2017,Individual,"1,70,000 kms",First Owner,Petrol,Manual,Mileage15.4 kmpl,Engine1497 CC,Max Power117.3 bhp,Seats7
cardekho_extract(5001-10000).csv,1612096895-594,https://www.cardekho.com/used-car-details/used-Honda-Amaze-E-i-DTEC-cars-Nagpur_CDFE486689B5C2646AAA57C9D67E81CD.htm,Honda Amaze E i-DTEC,5.25 Lakh*,New Car (On-Road Price) : Rs.9.07-11.76 Lakh*,2015,Dealer,"28,000 kms",First Owner,Diesel,Manual,Mileage25.8 kmpl,Engine1498 CC,Max Power98.6 bhp,Seats5
cardekho_extract(5001-10000).csv,1612104551-3987,https://www.cardekho.com/used-car-details/used-Hyundai-Santro-Xing-GL-cars-Mandi_BF720CCF595AD12B93A760624DADFEA5.htm,Hyundai Santro Xing GL,1.15 Lakh*,null,2008,Individual,"80,000 kms",First Owner,Petrol,Manual,Mileage0.0 kmpl,Engine1086 CC,Max Power62 bhp,Seats5
cardekho_extract(5001-10000).csv,1612103412-3481,https://www.cardekho.com/used-car-details/used-Renault-KWID-RXL-BSIV-cars-Bangalore_7B7C7665200938D82E4B4922FC5E36FA.htm,Renault KWID RXL BSIV,3.95 Lakh*,null,2019,Dealer,"2,700 kms",First Owner,Petrol,Manual,Mileage25.17 kmpl,Engine799 CC,Max Power53.3 bhp,Seats5
cardekho_extract(5001-10000).csv,1612102967-3295,https://www.cardekho.com/used-car-details/used-Mercedes-Benz-M-Class-ML-320-CDI-cars-Bangalore_682E8C2A2238E4D88617F9249E69C874.htm,Mercedes-Benz M-Class ML 350 4Matic,32 Lakh*,null,2014,Dealer,"32,000 kms",First Owner,Diesel,Automatic,Mileage0.0 kmpl,Engine2987 CC,Max Power165 bhp,Seats5
cardekho_extract(5001-10000).csv,1612101402-2599,https://www.cardekho.com/used-car-details/used-Maruti-Ertiga-2012-2015-ZDI-Plus-cars-Bangalore_33A18407BFF1E8CA1DFDAE614CD38DA7.htm,Maruti Ertiga ZDI Plus,8.95 Lakh*,null,2016,Dealer,"56,829 kms",First Owner,Diesel,Manual,Mileage20.77 kmpl,Engine1248 CC,Max Power88.8 bhp,Seats7
cardekho_extract(5001-10000).csv,1612100340-2126,https://www.cardekho.com/used-car-details/used-Hyundai-Grand-i10-2013-2016-Sportz-cars-Bangalore_EA16327BDA6134817FB491E26B04C40B.htm,Hyundai Grand i10 Sportz,5.45 Lakh*,null,2016,Dealer,"9,229 kms",First Owner,Petrol,Manual,Mileage18.9 kmpl,Engine1197 CC,Max Power82 bhp,Seats5
cardekho_extract(5001-10000).csv,1612098771-1429,https://www.cardekho.com/used-car-details/used-Hyundai-i10-2007-2010-Magna-1.1-cars-Nagpur_C1C8F0AEFC5905E93FF8DDD85F8394CD.htm,Hyundai i10 Magna 1.1,2.5 Lakh*,null,2012,Dealer,"10,723 kms",First Owner,Petrol,Manual,Mileage19.81 kmpl,Engine1086 CC,Max Power68.05 bhp,Seats5
cardekho_extract(5001-10000).csv,1612102099-2907,https://www.cardekho.com/used-car-details/used-Maruti-A-Star-Vxi-cars-Belgaum_61D77222ED647AC7F99AF907C0515094.htm,Maruti A Star Vxi,2.25 Lakh*,null,2009,Individual,"15,000 kms",First Owner,Petrol,Manual,Mileage19.0 kmpl,Engine998 CC,Max Power66.1 bhp,Seats5
cardekho_extract(5001-10000).csv,1612103494-3517,https://www.cardekho.com/used-car-details/used-Toyota-Platinum-Etios-1.4-GXD-cars-Bangalore_67F9C7AF45ACF4ECECD2FD1549C0C991.htm,Toyota Platinum Etios 1.4 GXD,6.5 Lakh*,null,2017,Dealer,"69,480 kms",First Owner,Diesel,Manual,Mileage23.59 kmpl,Engine1364 CC,Max Power67.05 bhp,Seats5
cardekho_extract(5001-10000).csv,1612096792-548,https://www.cardekho.com/used-car-details/used-Maruti-Ertiga-BSIV-VXI-cars-Mumbai_14B521C63CE3123A33A72C6651A8E7F7.htm,Maruti Ertiga BSIV VXI,9.25 Lakh*,null,2019,Dealer,"18,000 kms",First Owner,Petrol,Manual,Mileage17.5 kmpl,Engine1373 CC,Max Power91.1 bhp,Seats7
cardekho_extract(5001-10000).csv,1612105576-4445,https://www.cardekho.com/used-car-details/used-Skoda-Rapid-2013-2016-1.5-TDI-Elegance-cars-New-Delhi_94F92122155742464B9C26DD8C87916A.htm,Skoda Rapid 1.5 TDI Elegance,4.25 Lakh*,null,2015,Dealer,"67,000 kms",First Owner,Diesel,Manual,Mileage21.14 kmpl,Engine1498 CC,Max Power103.52 bhp,Seats5
cardekho_extract(5001-10000).csv,1612100458-2178,https://www.cardekho.com/used-car-details/used-Mahindra-XUV500-W6-2WD-cars-Bangalore_02DA603594CCB2C1EB20BB6A77F8F924.htm,Mahindra XUV500 W6 2WD,12.25 Lakh*,New Car (On-Road Price) : Rs.17.83-24.91 Lakh*,2016,Dealer,"38,00,000 kms",First Owner,Diesel,Manual,Mileage16.0 kmpl,Engine2179 CC,Max Power140 bhp,Seats7
cardekho_extract(5001-10000).csv,1612098778-1432,https://www.cardekho.com/used-car-details/used-Honda-City-2017-2020-i-VTEC-CVT-VX-cars-Mumbai_BB16DEA056A5670071EA6863B49B51B9.htm,Honda City i-VTEC CVT VX,12 Lakh*,null,2019,Dealer,"13,000 kms",First Owner,Petrol,Automatic,Mileage18.0 kmpl,Engine1497 CC,Max Power117.6 bhp,Seats5
